id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,assist,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2524810203,7,1,1,0,22,dcdnoyf6kzhj46iyfm7xq43fy,1,26.5,100,2023-03-26T13:01:43.527Z,2023-03-26T13:01:45Z,4124816899,213,6.0,4124816901,1,,4124816893,140,48.7,4124816891,56,Back,4124816889,107,,4124816895,141,92.7,4124816897,212,24.0,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810213,8,1,1,0,24,dcdnoyf6kzhj46iyfm7xq43fy,0,48.7,92.7,2023-03-26T13:01:45.551Z,2023-03-26T13:01:49Z,4124816975,213,6.1,4124816969,140,63.4,4124816973,212,15.7,4124816971,141,88.6,4124816967,56,Left,4124816965,168,,4124816963,3,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810261,5,4,1,0,30,bsbugp9qfasrrtg55bf7evvwv,1,37.8,10.4,2023-03-26T13:01:51.786Z,2023-03-26T13:01:58Z,4124817229,13,,4124817231,295,,4124817233,56,Back,4124817305,233,9,4124817237,286,,4124817235,152,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810273,9,4,1,0,30,dcdnoyf6kzhj46iyfm7xq43fy,0,62.2,89.6,2023-03-26T13:01:51.787Z,2023-03-26T13:01:59Z,4124817293,285,,4124817291,152,,4124817289,56,Left,4124817285,295,,4124817279,13,,4124817311,233,5,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810301,6,1,1,0,41,bsbugp9qfasrrtg55bf7evvwv,0,30.5,9.8,2023-03-26T13:02:02.026Z,2023-03-26T13:02:02Z,4124817409,152,,4124817413,140,73.7,4124817411,56,Right,4124817405,5,,4124817427,1,,4124817425,213,0.1,4124817407,157,,4124817421,212,45.5,16gnoas9x34hm887omkmeee39,E. Mukandi,4124817417,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810309,10,1,1,0,42,dcdnoyf6kzhj46iyfm7xq43fy,0,28.4,72,2023-03-26T13:02:03.092Z,2023-03-26T13:02:04Z,4124817465,140,36.0,4124817467,141,70.6,4124817461,3,,4124817463,56,Back,4124817471,213,6.2,4124817469,212,8.0,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810321,7,61,1,0,44,bsbugp9qfasrrtg55bf7evvwv,1,68.1,23,2023-03-26T13:02:05.464Z,2023-03-26T13:02:05Z,4124817497,56,Center,,,,,,,,,,,,,,,,,,,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810349,8,49,1,0,47,bsbugp9qfasrrtg55bf7evvwv,1,77.2,22.7,2023-03-26T13:02:08.139Z,2023-03-26T13:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810363,9,1,1,0,48,bsbugp9qfasrrtg55bf7evvwv,0,92.3,26.5,2023-03-26T13:02:09.058Z,2023-03-26T13:02:09Z,4124817737,56,Center,4124817741,141,39.5,4124817743,212,8.9,4124817739,140,91.5,4124817745,213,1.7,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810377,11,8,1,0,49,dcdnoyf6kzhj46iyfm7xq43fy,1,21.5,60.6,2023-03-26T13:02:10.552Z,2023-03-26T13:02:10Z,4124817805,56,Back,,,,,,,,,,,,,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810383,12,49,1,0,50,dcdnoyf6kzhj46iyfm7xq43fy,1,21.5,65.8,2023-03-26T13:02:11.783Z,2023-03-26T13:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810411,13,1,1,0,51,dcdnoyf6kzhj46iyfm7xq43fy,1,21.5,65.8,2023-03-26T13:02:11.927Z,2023-03-26T13:02:13Z,4124817977,141,66.7,4124817975,140,26.6,4124817973,56,Back,4124817981,213,0.1,4124817979,212,5.4,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810433,14,1,1,0,53,dcdnoyf6kzhj46iyfm7xq43fy,1,26.6,66.7,2023-03-26T13:02:13.871Z,2023-03-26T13:02:15Z,4124818107,56,Back,4124818113,212,12.1,4124818111,141,77.6,4124818109,140,17.5,4124818115,213,2.5,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810449,15,1,1,0,54,dcdnoyf6kzhj46iyfm7xq43fy,1,16.8,81.5,2023-03-26T13:02:15.519Z,2023-03-26T13:02:18Z,4124818193,212,25.0,4124818189,140,40.6,4124818191,141,82.6,4124818187,56,Back,4124818195,213,0.0,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810451,16,61,1,0,57,dcdnoyf6kzhj46iyfm7xq43fy,0,42.3,82.9,2023-03-26T13:02:18.255Z,2023-03-26T13:02:18Z,4124818199,56,Back,,,,,,,,,,,,,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810483,10,1,1,0,57,bsbugp9qfasrrtg55bf7evvwv,1,67.3,27.3,2023-03-26T13:02:18.818Z,2023-03-26T13:02:21Z,4124818323,212,13.7,4124818321,141,8.2,4124818317,56,Right,4124818319,140,71.4,4124818325,213,5.0,,,,,,,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810505,11,1,1,1,0,bsbugp9qfasrrtg55bf7evvwv,1,71.4,8.2,2023-03-26T13:02:21.610Z,2023-03-26T13:02:24Z,4124818449,212,20.3,4124818451,213,0.2,4124818441,155,,4124818443,56,Right,4124818445,140,90.2,4124818447,141,15.2,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810507,12,49,1,1,3,bsbugp9qfasrrtg55bf7evvwv,1,92.5,17.1,2023-03-26T13:02:24.618Z,2023-03-26T13:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810525,13,3,1,1,3,bsbugp9qfasrrtg55bf7evvwv,0,87.4,28.6,2023-03-26T13:02:24.775Z,2023-03-26T13:02:27Z,4124818553,233,17,4124818517,56,Center,4124818519,286,,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810523,17,7,1,1,3,dcdnoyf6kzhj46iyfm7xq43fy,1,12.6,71.4,2023-03-26T13:02:24.776Z,2023-03-26T13:02:26Z,4124818515,285,,4124818511,167,,4124818513,56,Back,4124818549,233,13,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810547,14,6,1,1,5,bsbugp9qfasrrtg55bf7evvwv,1,100,22.2,2023-03-26T13:02:26.175Z,2023-03-26T13:51:09Z,4124818663,75,,4124818661,56,Center,4124818665,233,18,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810529,18,6,1,1,5,dcdnoyf6kzhj46iyfm7xq43fy,0,0,77.8,2023-03-26T13:02:26.175Z,2023-03-26T13:02:30Z,4124818687,233,14,4124818535,73,,4124818527,56,Back,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810779,15,1,1,1,35,bsbugp9qfasrrtg55bf7evvwv,1,99.5,0.5,2023-03-26T13:02:56.562Z,2023-03-26T13:04:16Z,4124819903,140,90.5,4124821163,210,15,4124819909,213,1.9,4124819905,141,43.0,4124819897,223,,4124819907,212,30.4,4124819901,56,Center,4124819891,155,,2jwojltrp06sa8qloordtohrd,L. Woodham,4124821165,154,,1,4124819885,6,4124819881,2,,,,,,,,,,,,,,,,,,,,,,,,
2524810891,18,15,1,1,37,bsbugp9qfasrrtg55bf7evvwv,1,92.5,42.4,2023-03-26T13:02:58.170Z,2023-03-26T13:04:08Z,4124820461,17,,4124821185,15,,4124821211,147,44.2,4124821199,103,19,4124821193,55,15,4124821189,29,,4124821187,78,,4124821197,102,50.4,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,4124821207,146,94.2,,4124821201,328,4124821215,230,98.1,4124821191,154,4124823245,233,20,4124820463,56,Center,4124821219,231,48.4,4124820813,25,4124820819,82,,,,,,,,
2524810947,20,10,1,1,37,dcdnoyf6kzhj46iyfm7xq43fy,1,8.2,61.4,2023-03-26T13:02:58.270Z,2023-03-26T13:04:08Z,4124823249,233,18,4124820717,56,Back,4124820715,94,,,,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810843,16,13,1,1,38,bsbugp9qfasrrtg55bf7evvwv,1,91.7,35.4,2023-03-26T13:02:59.258Z,2023-03-26T13:04:06Z,4124821687,74,,4124820213,63,,4124821475,15,,4124821695,230,98.8,4124821697,231,46.8,4124821691,103,69.4,4124821473,25,,4124820215,56,Center,9aqn77y0knb58698qj46eee39,A. Eikeland,4124821479,328,,,4124821693,458,4124821689,102,50.8,,,,,,,,,,,,,,,,,,,,,,,
2524810883,17,5,1,1,41,bsbugp9qfasrrtg55bf7evvwv,0,101,45.2,2023-03-26T13:03:02.184Z,2023-03-26T13:51:00Z,4124820421,346,,4124823383,233,19,4124820419,56,Center,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524810801,19,5,1,1,41,dcdnoyf6kzhj46iyfm7xq43fy,1,-1,54.8,2023-03-26T13:03:02.184Z,2023-03-26T13:04:11Z,4124820005,56,Back,4124823361,233,17,4124822529,346,,,,,,,,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811003,21,1,1,2,1,dcdnoyf6kzhj46iyfm7xq43fy,1,3.6,57,2023-03-26T13:03:22.656Z,2023-03-26T13:03:59Z,4124821009,1,,4124820999,56,Back,4124822771,124,,4124822773,237,,4124821003,141,93.5,4124821001,140,22.9,4124821005,212,32.0,4124821007,213,0.9,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811015,22,1,1,2,4,dcdnoyf6kzhj46iyfm7xq43fy,1,15.3,92.6,2023-03-26T13:03:25.560Z,2023-03-26T13:03:27Z,4124821067,141,80.9,4124821065,140,8.7,4124821063,56,Back,4124821069,212,10.6,4124821071,213,4.0,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811043,23,1,1,2,6,dcdnoyf6kzhj46iyfm7xq43fy,1,8.1,83.9,2023-03-26T13:03:27.175Z,2023-03-26T13:03:30Z,4124821229,56,Back,4124821231,140,14.3,4124821233,141,95.4,4124821237,213,0.9,4124821235,212,10.2,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811057,24,1,1,2,8,dcdnoyf6kzhj46iyfm7xq43fy,1,14.7,95.6,2023-03-26T13:03:29.768Z,2023-03-26T13:03:31Z,4124821285,212,11.7,4124821287,213,5.0,4124821279,56,Back,4124821283,141,79.3,4124821281,140,18.4,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811113,25,1,1,2,10,dcdnoyf6kzhj46iyfm7xq43fy,1,13.2,79.1,2023-03-26T13:03:31.808Z,2023-03-26T13:03:38Z,4124821603,141,38.0,4124821601,140,16.5,4124821605,212,28.2,4124821607,213,4.8,4124821599,56,Back,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811153,26,1,1,2,17,dcdnoyf6kzhj46iyfm7xq43fy,1,19.8,37.6,2023-03-26T13:03:38.503Z,2023-03-26T13:03:43Z,4124821807,140,30.5,4124821811,212,23.9,4124821813,213,5.2,4124821805,56,Back,4124821809,141,6.5,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811169,27,1,1,2,22,dcdnoyf6kzhj46iyfm7xq43fy,1,38.5,5.5,2023-03-26T13:03:43.664Z,2023-03-26T13:03:44Z,4124821911,141,4.0,4124821913,212,10.7,4124821907,56,Back,4124821915,213,6.2,4124821909,140,48.6,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811177,28,1,1,2,23,dcdnoyf6kzhj46iyfm7xq43fy,0,48.6,4,2023-03-26T13:03:44.784Z,2023-03-26T13:03:45Z,4124821953,212,8.8,4124821951,141,8.0,4124821947,56,Back,4124821949,140,40.6,4124821955,213,2.8,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811191,19,49,1,2,25,bsbugp9qfasrrtg55bf7evvwv,1,62,91.1,2023-03-26T13:03:46.802Z,2023-03-26T13:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811213,20,1,1,2,26,bsbugp9qfasrrtg55bf7evvwv,1,62,91.1,2023-03-26T13:03:46.941Z,2023-03-26T13:03:48Z,4124822205,141,68.2,4124822207,212,15.9,4124822203,140,59.1,4124822201,56,Center,4124822209,213,4.5,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811269,21,1,1,2,27,bsbugp9qfasrrtg55bf7evvwv,1,59.1,68.2,2023-03-26T13:03:48.546Z,2023-03-26T13:03:52Z,4124822469,212,14.2,4124822471,213,4.3,4124822467,141,49.3,4124822465,140,53.4,4124822463,56,Center,,,,,,,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811293,22,1,1,2,31,bsbugp9qfasrrtg55bf7evvwv,1,54,48.8,2023-03-26T13:03:52.698Z,2023-03-26T13:03:54Z,4124822587,140,37.6,4124822585,56,Back,4124822593,213,3.7,4124822591,212,20.5,4124822589,141,32.5,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811315,23,1,1,2,33,bsbugp9qfasrrtg55bf7evvwv,1,38.2,30.1,2023-03-26T13:03:54.562Z,2023-03-26T13:03:57Z,4124822689,141,53.1,4124822693,213,1.7,4124822691,212,15.7,4124822685,56,Back,4124822687,140,36.5,,,,,,,,,,eje7ypyao1zalihq1b8y8161h,E. Mayi Kith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811345,24,1,1,2,36,bsbugp9qfasrrtg55bf7evvwv,0,36.7,52.8,2023-03-26T13:03:57.402Z,2023-03-26T13:04:00Z,4124822833,56,Left,4124822831,155,,4124822835,140,74.1,4124822837,141,100.0,4124822839,212,51.5,4124822841,213,0.7,4124822843,1,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811347,25,5,1,2,39,bsbugp9qfasrrtg55bf7evvwv,0,70.6,101.5,2023-03-26T13:03:59.972Z,2023-03-26T13:04:07Z,4124822849,347,,4124823215,233,29,4124822847,56,Left,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811405,29,5,1,2,39,dcdnoyf6kzhj46iyfm7xq43fy,1,29.4,-1.5,2023-03-26T13:03:59.972Z,2023-03-26T13:51:00Z,4124823167,56,Back,4124823169,347,,4124823205,233,25,,,,,,,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811549,30,1,1,3,1,dcdnoyf6kzhj46iyfm7xq43fy,1,30.6,0,2023-03-26T13:04:21.944Z,2023-03-26T13:04:22Z,4124823895,213,0.9,4124823889,140,36.1,4124823893,212,9.1,4124823891,141,9.5,4124823887,56,Back,4124823885,107,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811575,31,1,1,3,1,dcdnoyf6kzhj46iyfm7xq43fy,1,36.1,9.5,2023-03-26T13:04:22.807Z,2023-03-26T13:04:24Z,4124824033,140,29.9,4124824031,56,Back,4124824039,213,3.8,4124824035,141,2.8,4124824037,212,7.9,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811609,32,1,1,3,3,dcdnoyf6kzhj46iyfm7xq43fy,0,29.9,2.8,2023-03-26T13:04:24.584Z,2023-03-26T13:04:27Z,4124824177,155,,4124824181,140,39.9,4124824183,141,8.0,4124824187,213,0.3,4124824179,56,Back,4124824185,212,11.1,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524811629,26,1,1,3,6,bsbugp9qfasrrtg55bf7evvwv,1,61.5,87.1,2023-03-26T13:04:27.250Z,2023-03-26T13:04:29Z,4124824307,212,15.4,4124824305,141,68.7,4124824309,213,4.1,4124824299,3,,4124824301,56,Center,4124824303,140,52.9,,,,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
